Group,Clade,Class,Order,Taxa,Taxonomic_rank,Era,Early_Period,Early_Epoch,Early_Stage,Late_Period,Late_Epoch,Late_Stage,Age_ref,Max_size_m,Size_type,Size_ref,Distribution,Guild,Vertical,Habitat,Ecology_notes,Ecology_ref,Extinction,Extinction_ref,Notes,Enterer,Age_check
Fish,Placodermi,Placodermi,Ptyctodontida,Acantholepis fragilis,species,Paleozoic,Devonian,Middle Devonian,,Devonian,Middle Devonian,,"Sallan, L. & Galimberti, A.K., 2015",2.10,TL,"Sallan, L. & Galimberti, A.K., 2015",,,,, ,,,,,mr,
Fish,Placodermi,Placodermi,Arthrodira,Angarichthys hyperboreus,species,Paleozoic,Devonian,Middle Devonian,,Devonian,Middle Devonian,,"Carr, R., 1995",2.30,TL,"Sallan, L. & Galimberti, A.K., 2015",,,,, ,,,,,mr,
Fish,Acanthodii ,Acanthodii ,Climatiida,Antacanthus insignis,species,Paleozoic,Carboniferous,Mississippian,,Carboniferous,Mississippian,,"Sallan, L. & Galimberti, A.K., 2015",3.00,TL,"Sallan, L. & Galimberti, A.K., 2015",Europe,,,, ,,,,,mr,
Fish,Placodermi,Placodermi,Arthrodira,Aspidichthys clavatus,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,"Carr, R., 1995",2.00,TL,"Sallan, L. & Galimberti, A.K., 2015",,,,, ,,,,,mr,
Fish,Placodermi,Placodermi,Arthrodira,Aspidichthys ingens ,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,"Carr, R., 1995",1.90,TL,"Sallan, L. & Galimberti, A.K., 2015",,,,, ,,,,,mr,
Fish,Placodermi,Placodermi,Antiarcha,Asterolepis orcadensis ,species,Paleozoic,Devonian,Middle Devonian,,Devonian,Middle Devonian,,"Carr, R., 1995",1.90,TL,"Sallan, L. & Galimberti, A.K., 2015",,,,, ,,,,,mr,
Fish,Actinopterygii,Actinopterygii,Pachycormiformes,Asthenocormus titanius,species,Mesozoic,Jurassic,Upper Jurassic,,Jurassic,Upper Jurassic,,"Friedman, M. et al., 2010",2.10,TL,"Goatley, C.H.R. et al., 2010, Friedman, M. et al., 2010",,,,, ,,,,,MR,
Fish,Placodermi,Placodermi,Arthrodira,Atlantidosteus pacifica ,species,Paleozoic,Devonian,Lower Devonian,,Devonian,Lower Devonian,,"Carr, R., 1995",5.00,TL,"Sallan, L. & Galimberti, A.K., 2015",,,,, ,,,,,mr,
Fish,Actinopterygii,Actinopterygii,Tetraodontiformes,Austromola angerhoferi,species,Cenozoic,Neogene,Miocene,,Neogene,Miocene,,"Gregorova, 2009",3.20,TL,"Gregorova, 2009",Europe,,,, ,R. L Carroll 1988,,,"odest modern type sunfish, ref Ruzena Gregorova et al. 2009",er,
Fish,Sarcopterygii,Sarcopterygii,Rhizodontida,Barameda decipiens,species,Paleozoic,Carboniferous,Mississippian,,Carboniferous,Mississippian,,Holland et al. 2007,2.00,TL,Sallan 2016,Oceania,Macropredator,Benthic,, ,Garvey et al. 2005,,,only one specimen found,er,
Fish,Placodermi,Placodermi,Arthrodira,Belgiosteus mortelmansi ,species,Paleozoic,Devonian,Middle Devonian,,Devonian,Middle Devonian,,Carr 1995,3.60,TL,Sallan 2015,,Macropredator,,,Predator. Guild inferred from what is known about guild at the family level,Carr et al. 2008; Gorzelak et al. 2010,,,,mr,
Fish,Placodermi,Placodermi,Arthrodira,Bimbianga burrinjuckensis,species,Paleozoic,Devonian,Lower Devonian,,Devonian,Lower Devonian,,Sallan 2015,1.30,TL,Sallan 2015,,,,, ,,,,,mr,
Fish,Actinopterygii,Actinopterygii,Birgeriiformes,Birgeria americana,species,Mesozoic,Triassic,Lower Triassic,,Triassic,Lower Triassic,,Romano et al. 2017,1.85,TL,Romano et al. 2017,North America,Macropredator,Pelagic,,Guild and Vertical taken from what is known at the genus level,Tintori et al. 2013,,,,AG,
Fish,Actinopterygii,Actinopterygii,Birgeriiformes,Birgeria stensioei,species,Mesozoic,Triassic,Middle Triassic,,Triassic,Middle Triassic,,Romano and Brinkmann 2009,1.20,TL,Romano and Brinkmann 2009,Europe,Macropredator,Pelagic,,Guild and Vertical taken from what is known at the genus level,Tintori et al. 2013,,,,AG,
Fish,Actinopterygii,Actinopterygii,Bobasatraniiformes,Bobasatrania canadensis ,species,Mesozoic,Triassic,Lower Triassic,,Triassic,Lower Triassic,,"Schaeffer et al. 1976, Romano et al. 2016",1.20,SL,Romano et al. 2016,North America,Macropredator,,,Genus described as Durophagous by Romano et al. 2016 ,Schaeffer et al. 1976,,,,AG,
Fish,Actinopterygii,Actinopterygii,Bobasatraniiformes,Bobasatrania nathorsti,species,Mesozoic,Triassic,Lower Triassic,,Triassic,Lower Triassic,,"Cox & Smith 1973, Schaeffer et al. 1976, Romano et al. 2016",1.00,SL,Romano et al. 2016,Europe,Macropredator,,Coastal,Genus described as Durophagous by Romano et al. 2016 ,"Cox & Smith, 1973",,,,"MR, AG",
Fish,Actinopterygii,Actinopterygii,Pachycormiformes,Bonnerichthys,genus,Mesozoic,Cretaceous,Upper Cretaceous,,Cretaceous,Upper Cretaceous,,"Friedman et al. 2010, Friedman et al. 2013",5.00,TL,Friedman et al. 2010,North America,Micropredator,Pelagic,Coastal, ,"Friedman et al., 2010; Friedman et al., 2013",,,,AG,
Fish,Placodermi,Placodermi,Antiarcha,Bothriolepis maxima,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,Luksevics et al. 2012,1.70,TL,Sallan 2015,"Europe, Asia",,Benthic,Coastal,Based on species within same genus B. canadensis,"Luksevics et al. 2011, Charest et al. 2022",,,,mr,
Fish,Placodermi,Placodermi,Arthrodira,Brachydeirus grandis,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,Carr 1995,1.10,TL,Sallan 2015,Europe,,,, ,,,,,mr,
Fish,Actinopterygii,Actinopterygii,Amiiformes,Calamopleurus cylindricus,species,Mesozoic,Cretaceous,Lower Cretaceous,,Cretaceous,Lower Cretaceous,,Aureliano et al. 2014,1.39,TL,Guinot & Cavin 2018,Brazil,Macropredator,Benthic,Coastal,Coastal habitat inferred from how the genus for the taxon was found in brackish/mixed environments,"Guinot & Cavin 2018, Mulder 2013, Carroll 1988",,,,AG,
Fish,Placodermi,Placodermi,Arthrodira,Carolowilhemina geognostica,species,Paleozoic,Devonian,Middle Devonian,,Devonian,Middle Devonian,,Mark-Kurik & Carls 2002,3.00,TL,Sallan 2015,Europe,Macropredator,Pelagic,Coastal,Mark-Kurik & Carls (2002) note that the specimen described could have immigrated from open ocean environments to the coastal sediments where it was found,Mark-Kurik & Carls 2002,,,,mr,
Fish,Placodermi,Placodermi,Arthrodira,Cathlesichthys weejasperensis ,species,Paleozoic,Devonian,Lower Devonian,,Devonian,Lower Devonian,,Sallan 2015,2.70,TL,Sallan 2015,,,,, ,,,,,mr,
Fish,Actinopterygii,Actinopterygii,Amiiformes,Caturus giganteus,species,Mesozoic,Jurassic,Upper Jurassic,,Jurassic,Upper Jurassic,,Lambers 1994,1.00,SL,Lambers 1994,Austria,Macropredator,,,"Predator captured prey head-on, accdeeleration specialist ",Tyborowski (2017),,,,"IM, AG",
Fish,Actinopterygii,Actinopterygii,Polypteriformes,Bawitius bartheli,genus,Mesozoic,Cretaceous,Upper Cretaceous,,Cretaceous,Upper Cretaceous,,Benyoucef et al. 2015,3.00,TL,Grandstaff et al. 2012,Africa,,,Coastal, ,Grandstaff et al. 2012,,,In the Paleo data base it says freshwater fish but I didn't found any paper which confirms this,"IM, AG",
Fish,Actinopterygii,Actinopterygii,Acipenseriformes,Chondrosteus acipenseroides,species,Mesozoic,Triassic,Lower Triassic,,Jurassic,Lower Jurassic,,"Woodward 1889, Jordan 2018",1.00,TL,Jordan 2018,Europe,Macropredator,,Coastal,Hilton & Forey 2009,,,,Jordan 2018 did not specify a time period more specific than 'Triassic' that I could find,AG,
Fish,Actinopterygii,Actinopterygii,Acipenseriformes,Chondrosteus hindenburgi,species,Mesozoic,Jurassic,Lower Jurassic,,Jurassic,Lower Jurassic,,Hornung & Sachs 2020; Albert et al. 2009,3.00,TL,"Frickhinger 1995, Albert et al. 2009",Germany,,,, ,,,,,"IM, AG",
Fish,Actinopterygii,Actinopterygii,Salmoniformes,Cimolichthys nepaholica,species,Mesozoic,Cretaceous,Upper Cretaceous,,Cretaceous,Upper Cretaceous,,Nagrodski et al. 2012; Schumacher and Martin 2016,2.00,TL,"Jonathan G. Allen &Kenshu Shimada (2021), Journal of Vertebrate Paleontology refer to Everhart (2017), Indiana University Press, Bloomington",,Macropredator,,,"Predator On the basis of skeletal anatomy, Goody (1970) considered Cimolichthys to be a fast, active predator. This contention has now been supported by Cimolichthys specimens with stomach contents that include “a large Enchodus” and an unidentified fish (Everhart 2005, p. 87) as well as squid (Stewart and Carpenter, 1990). (cited the article in the reference)","M. Nagrodski, K. Shimada, Bruce A.Schumacher (2012)",,,"Google doc for early founds, Can't get access to the Everhart book to verify",IM,
Fish,Actinopterygii,Actinopterygii,Ichthyodectiformes,Cladocyclus gardneri,species,Mesozoic,Cretaceous,Lower Cretaceous,,Cretaceous,Lower Cretaceous,,Aureliano et al. 2014,1.11,TL,"Maisley 1996, Albert et al. 2009",Brazil,,Pelagic,Coastal, ,Eduarda de Castro Leal & Brito 2004,,,,"AG, IM",
Fish,Placodermi,Placodermi,Arthrodira,Copanognathus crassus,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,Carr 1995,2.00,TL,Sallan 2015,,,,, ,,,,,mr,
Fish,Actinopterygii,Actinopterygii,Acipenseriformes,Cylindracanthus,genus,Mesozoic,Cretaceous,Upper Cretaceous,,Paleogene,Oligocene,,McCuen et al. 2020; Arambourg & Joleaud 1943,1.00,TL,Guinot & Cavin 2017,"North America, Africa, Europe, Asia",Macropredator,Benthic,,Predator Mesopredator,R. L. Carroll 1988,,,nektobenthic,AG,
Fish,Placodermi,Placodermi,Arthrodira,Deirosteus omaliusii,species,Paleozoic,Devonian,Middle Devonian,,Devonian,Upper Devonian,,Sallan 2015,2.00,TL,Sallan 2015,,,,, ,,,,,mr,
Fish,Placodermi,Placodermi,Arthrodira,Dhanguura johnstoni ,species,Paleozoic,Devonian,Lower Devonian,,Devonian,Lower Devonian,,Sallan 2015,2.30,TL,Sallan 2015,,,,, ,,,,,mr,
Fish,Placodermi,Placodermi,Arthrodira,Dinichthys herzeri,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,Carr 1995,7.00,TL,Sallan 2015,,Macropredator,,,Predator Mesopredator,Case 1931,"Pacoderms in general: at Frasnian-Famennian boundary (Kellwasser extinction) placoderm species extinction of 48-51 % . reducing placoderm diversity, may have provided a ""window of opportunity"" for early radiation 
of chondrichthyans and actinopterygians -> competitive displacement or opportunistic replacement","Carr, 1995",,mr,
Fish,Placodermi,Placodermi,Arthrodira,Dinomylostoma beecheri,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,Carr 1995,1.30,TL,Sallan 2015,,,,, ,,,,,mr,
Fish,Sarcopterygii,Sarcopterygii,Dipnoiformes,Dipnorhynchus cathlesae ,species,Paleozoic,Devonian,Lower Devonian,,Devonian,Lower Devonian,,Campbell & Barwick 1999,1.40,TL,Sallan 2015,Oceania,,,, ,,,,,mr,
Fish,Sarcopterygii,Sarcopterygii,Dipnoiformes,Dipnotuberculus gnathodus,species,Paleozoic,Devonian,Middle Devonian,,Devonian,Middle Devonian,,Campbell et al. 2002,1.00,TL,Sallan 2015,Africa,,,, ,,,,only one specimen found,er,
Fish,Pteraspidomorpha        ,Pteraspidomorpha        ,Pteraspidiformes,Drepanaspis,genus,Paleozoic,Devonian,Lower Devonian,,Devonian,Lower Devonian,,Stuermer & Schaarschmidt 1980,1.00,TL,Albert et al. 2009,Europe,,,, ,,,,,mr,
Fish,Placodermi,Placodermi,Arthrodira,Dunkleosteus magnificus,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,Carr 1995,3.40,TL,Sallan 2015,,Macropredator,,,Predator ,R. L. Carroll 1988,,,,mr,
Fish,Placodermi,Placodermi,Arthrodira,Dunkleosteus newberryi,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,Carr 1995,3.50,TL,Sallan 2015,,Macropredator,,,Predator ,"R. L. Carroll 1988,  Robert K. Carr et al. 2008",,,,mr,
Fish,Placodermi,Placodermi,Arthrodira,Dunkleosteus terrelli,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,"Carr 2010, Carr and Jackson 2008",8.00,TL,"Johanson et al. (2019), Carr (2010), Frickhinger (1995)",North America,Macropredator,,,Apex predator Apex predator, Anderson and Westneat 2016,,,"Carr (2010) estimated a weight of 665kg for a 4.6m adult, extrapolated from relationship of length to dry weight from extant sharks. Ecology: could both catch elusive prey and penetrate protective armor, allowing this apex predator to potentially eat anything in its ecosystem, including other placoderms. estimated maximal bite force of over 6000 N at the jaw tip and more than 7400 N at the rear dental plates, for a large individual (10 m total length). This bite force capability is among the most powerful bites in animals",AG,
Fish,Placodermi,Placodermi,Arthrodira,Eastmanosteus,genus,Paleozoic,Devonian,Middle Devonian,,Devonian,Upper Devonian,,"Dennis-Bryan 1987, Trinajstic 2008, Zhu 2000, Hanke et al. 1996, Esin et al. 2000",3.00,TL,Frickhinger (1995),"Europe, Asia",Macropredator,Pelagic,Coastal, ,Carroll 1988; Carroll 2015; Trinajstic 2022,,,Can't get access to Frickhinger (1995) to verify.,AG,
Fish,Sarcopterygii,Sarcopterygii,Osteolepiformes,Edenopteron keithcrooki,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,Young et al. 2013,3.20,TL,Young et al. 2013,Oceania,,,, ,,,,,AG,
Fish,Actinopterygii,Actinopterygii,Aulopiformes,Enchodus petrosus,species,Mesozoic,Cretaceous,Upper Cretaceous,,Cretaceous,Upper Cretaceous,,Callahan et al. 2014,1.10,TL,Bice and Shimada 2016,North America,,,, ,,,,,AG,
Fish,Actinopterygii,Actinopterygii,Elopiformes,Euroka,genus,Mesozoic,Cretaceous,Lower Cretaceous,,Cretaceous,Lower Cretaceous,,Bartholomai 2010,1.80,TL,Guinot & Cavin 2017,Oceania,Macropredator,Benthic,Coastal,"Evidence for benthic lifestyle is thickening of certain bones associated with a sedentary, ambush like existence",Bartholomai 2010,,,,AG,
Fish,Sarcopterygii,Sarcopterygii,Osteolepiformes,Eusthenopteron foordi,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,"Cloutier 1996, Cote et al. 2002",1.06,TL,Cote et al. 2002,North America,Macropredator,,Coastal, ,Arsenault 1982; Schutzle 1984,,,,,
Fish,Sarcopterygii,Sarcopterygii,Osteolepiformes,Eusthenopteron jenkinsi,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,Downs et al. 2018,2.10,TL,Downs et al. 2018,North America,,,, ,,,,,AG,
Fish,Actinopterygii,Actinopterygii,Albuliformes,Farinichthys,genus,Cenozoic,Paleogene,Paleocene,,Paleogene,Paleocene,,Gallo & De Figueiredo 2003,1.30,TL,Guinot & Cavin 2017,South America,,,, ,R. L: Carolll 1988,,,,AG,
Fish,Actinopterygii,Actinopterygii,Ichthyodectiformes,Faugichthys,genus,Mesozoic,Cretaceous,Lower Cretaceous,,Cretaceous,Lower Cretaceous,,Taverne & Chanet 2000,1.50,TL,Guinot & Cavin 2017,Europe,,,, ,,,,,AG,
Fish,Actinopterygii,Actinopterygii,indet. order,Flidersichthys,genus,Mesozoic,Cretaceous,Lower Cretaceous,,Cretaceous,Upper Cretaceous,,Elliott et al. 2010,1.25,TL,Guinot & Cavin 2017,Oceania,Macropredator,,,Predator Mesopredator,Elliott et al. 2010; Bartholomai 2010b,,,,AG,
Fish,Placodermi,Placodermi,Petalodontiformes        ,Gamphacanthus politus ,species,Paleozoic,Devonian,Middle Devonian,,Devonian,Middle Devonian,,Sallan 2015,1.80,TL,Sallan 2015,,,,, ,,,,,mr,
Fish,Placodermi,Placodermi,Rhenanida,Gemuendina stuertzii,species,Paleozoic,Devonian,Lower Devonian,,Devonian,Lower Devonian,,Denison (1983),1.06,TL,Denison (1983),Europe,,,, ,,,,,AG,
Fish,Actinopterygii,Actinopterygii,Ichthyodectiformes,Gillicus arcuatus,species,Mesozoic,Cretaceous,Lower Cretaceous,,Cretaceous,Upper Cretaceous,,"Bardack 1968, Albert et al. 2009",1.57,TL,Albert et al. 2009,North America,,,, ,,,,,AG,
Fish,Placodermi,Placodermi,Arthrodira,Glyptaspis verrucosa,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,Boylan & Murphy 1978,8.00,TL,Sallan 2015,North America,Macropredator,Benthic,,"Suction feeder, feeding on small invertebrates and molluscs on/buried in bottom sediment",Boylan & Murphy 1978,,,,mr,
Fish,Placodermi,Placodermi,Arthrodira,Goodradigbeeon australiensis,species,Paleozoic,Devonian,Lower Devonian,,Devonian,Lower Devonian,,Sallan 2015,1.50,TL,Sallan 2015,Oceania,,,, ,,,,,mr,
Fish,Placodermi,Placodermi,Arthrodira,Gorgonichthys clarki,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,Szrek et al. 2021,6.00,TL,"Nelson et al. 2016, Szrek et al. 2021","Europe, North America",Macropredator,,,Predator Top predator,Szrek et al. 2021,,,"Szrek et al. 2021 don't explicitly state length estimate of Gorgonichthys, but state that it was a similar size to Dunkleosteus based on similar sized tooth plates",AG,
Fish,Acanthodii,Acanthodii,Climatiiformes,Gyracanthides,genus,Paleozoic,Devonian,Middle Devonian,,Carboniferous,Pennsylvanian,,Warren et al. 2000,1.50,TL,Sallan 2015,"Oceania, Europe, Africa, Antarctica",Micropredator,,, Primary consumer,"Carpenter et al. 2015, Snyder et al. 2017",,,Size estimated taken from type species G. murrayi; fed on plankton and small soft-bodied macroinvertebrates,"AG,mr",
Fish,Acanthodii ,Acanthodii ,Climatiida,Gyracanthus alleni,species,Paleozoic,Carboniferous,Mississippian,,Carboniferous,Mississippian,,Turner et al. 2005,1.00,TL,Sallan 2015,North America,Micropredator,,, ,Snyder et al. 2017,,,,"mr, AG",
Fish,Acanthodii ,Acanthodii ,Climatiida,Gyracanthus compressus,species,Paleozoic,Carboniferous,Mississippian,,Carboniferous,Mississippian,,Turner et al. 2005,2.00,TL,Sallan 2015,North America,Micropredator,,,Predator ,Snyder et al. 2017,,,,"mr, AG",
Fish,Acanthodii ,Acanthodii ,Climatiida,Gyracanthus magnificus,species,Paleozoic,Carboniferous,Mississippian,,Carboniferous,Mississippian,,Turner et al. 2005,3.00,TL,Sallan 2015,North America,Micropredator,,, ,Snyder et al. 2017,,,,"mr, AG",
Fish,Acanthodii,Acanthodii,Climatiida,Gyracanthus nobilis,species,Paleozoic,Carboniferous,Mississippian,,Carboniferous,Mississippian,,Sallan 2015,1.90,TL,Sallan 2015,,Micropredator,,,Predator ,"Carroll 1988, Snyder et al. 2017",,,,mr,
Fish,Acanthodii ,Acanthodii ,Climatiida,Gyracanthus obliquus,species,Paleozoic,Carboniferous,Pennsylvanian,,Carboniferous,Pennsylvanian,,M'Coy 1855,2.00,TL,Sallan 2015,Europe,Micropredator,,, ,Snyder et al. 2017,,,,mr,
Fish,Acanthodii,Acanthodii,Climatiida,Gyracanthus rectus,species,Paleozoic,Carboniferous,Mississippian,,Carboniferous,Mississippian,,Turner et al. 2005,2.60,TL,Sallan 2015,Europe ,Micropredator,,,Predator ,"Carroll 1988, Snyder et al. 2017",,,,mr,
Fish,Acanthodii,Acanthodii,Climatiida,Gyracanthus youngii,species,Paleozoic,Carboniferous,Mississippian,,Carboniferous,Mississippian,,Sallan 2015,3.70,TL,Sallan 2015,,Micropredator,,,Predator ,"Carroll 1988, Snyder et al. 2017",,,,mr,
Fish,Actinopterygii,Actinopterygii,Pycnodontiformes,Gyrodus circularis,species,Mesozoic,Jurassic,Upper Jurassic,,Jurassic,Upper Jurassic,,Dietl & Schweigert 2011,2.00,TL,Kriwet & Schmitz 2005,Germany,Macropredator,Benthopelagic,Coastal,"Vertical and habitat here are assumed from what is known at the genus level. Guild is extrapolated from another species within the Gyrodus genus, and the reports that most fish in the family Gyrodontidae are durophagous.","Kriwet & Schmitz 2005; Gouiric-Cavalli et al., 2019",,,,AG,
Fish,Actinopterygii,Actinopterygii,Acipenseriformes,Gyrosteus mirabilis,species,Mesozoic,Jurassic,Lower Jurassic,,Jurassic,Lower Jurassic,,Hornung & Sachs 2020; Woodward. 1895,7.00,SL,Hornung & Sachs 2020,Europe,,,Coastal,Predator ,Hornung & Sachs 2020,,,,er,
Fish,Actinopterygii,Actinopterygii,Pycnodontiformes,Hadrodus,genus,Mesozoic,Cretaceous,Upper Cretaceous,,Paleogene,Eocene,,Shimada & Martin 2008; Murray & Thewissen 2008,1.00,TL,Guinot & Cavin 2018,Asia; North America,Macropredator,Pelagic,,Durophage ,R. L. Carroll 1988,,,,AG,
Fish,Placodermi,Placodermi,Arthrodira,Heterosteus asmussi,species,Paleozoic,Devonian,Middle Devonian,,Devonian,Middle Devonian,,Carr 1995,6.00,TL,Sallan 2015,,Macropredator,,,Predator Mesopredator,Carroll 1988,,,,mr,
Fish,Placodermi,Placodermi,Arthrodira,Homosteus milleri,species,Paleozoic,Silurian,Pridoli,,Carboniferous,Mississippian,,Woodward 1891,3.75,TL,Janvier 1996,United Kingdom,,,, ,,,,"Can't get access to Janvier (1996) to verify. Time taken from Old Red Sandstone, which is the assemblages Woodward states is where H. milleri is found.",AG,
Fish,Sarcopterygii,Sarcopterygii,Osteolepiformes,Hyneria lindae,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,Daeschler & Downs 2018,3.00,TL,Daeschler & Downs (2018),North America,Macropredator,,,Predator Top Predator,"Daeschler & Downs (2018), R. L. Caroll 1991",,,"Top predator,  specialization on large-sized prey",ER,
Fish,Actinopterygii,Actinopterygii,Ichthyodectiformes,Ichthyodectes ctenodon,species,Mesozoic,Cretaceous,Lower Cretaceous,,Cretaceous,Upper Cretaceous,,"Bardack 1968, Albert et al. 2009",2.20,TL,Albert et al. 2009,North America,Macropredator,Pelagic,Coastal, ,"Everhart et al., 2010",,,,AG,
Fish,Placodermi,Placodermi,Arthrodira,Jiuchengia longoccipita,species,Paleozoic,Devonian,Upper Devonian,,Devonian,Upper Devonian,,JunQing & Min 2004,1.10,TL,Sallan 2015,Asia,,,, ,,,,,mr,
Fish,Actinopterygii,Actinopterygii,Pachycormiformes,Kaykay lafken,species,Mesozoic,Jurassic,Upper Jurassic,,Jurassic,Upper Jurassic,,Gouiric-Cavalli and Arratia 2021,1.70,SL,Gouiric-Cavalli and Arratia 2021,South America,,,, ,,,,,AG,
Fish,Placodermi,Placodermi,Arthrodira,Kiangyousteus yohii,species,Paleozoic,Devonian,Middle Devonian,,Devonian,Middle Devonian,,Zhu & Zhu 2013,1.20,TL,Sallan 2015,Asia,,,, ,,,,,mr,
Fish,Sarcopterygii,Sarcopterygii,Porolepiformes,Laccognathus panderi,species,Paleozoic,Devonian,Middle Devonian,,Devonian,Middle Devonian,,Mark-Kurik 2000,2.00,TL,Sallan 2016,Europe,,,, ,,,,,er,
Fish,Actinopterygii,Actinopterygii,Pachycormiformes,Leedsichthys problematicus,species,Mesozoic,Jurassic,Middle Jurassic,,Jurassic,Upper Jurassic,,Liston and Gendry 2015,16.50,TL,Liston (2013),Europe,Micropredator,,,Filter feeder ,Friedman et al. 2010,,,time and size in liston; good resource https://royalsocietypublishing.org/doi/full/10.1098/rsos.200272 ,AG,
Fish,Placodermi,Placodermi,Arthrodira,Leptodontichthys ziregensis,species,Paleozoic,Devonian,Middle Devonian,,Devonian,Middle Devonian,,Jobbins et al. 2021,3.50,TL,Jobbins et al. (2021),Africa,Macropredator,,,"Predator preyed on smaller gnathostomes, got preyed on by larger gnathostomes",Jobbins et al. (2021),,,,ER,
Fish,Placodermi,Placodermi,Arthrodira,Livosteus grandis,species,Paleozoic,Devonian,Middle Devonian,,Devonian,Middle Devonian,,Mark-Kurik 2000,2.10,TL,Sallan 2015,Europe,,,, ,,,,,mr,
Fish,Placodermi,Placodermi,Arthrodira,Luetkeichthys borealis,species,Paleozoic,Devonian,Middle Devonian,,Devonian,Middle Devonian,,Carr 1995,1.00,TL,Sallan 2015,,,,, ,,,,,mr,
