Group,Clade,Class,Order,Taxa,Taxonomic_rank,Era,Early_Period,Early_Epoch,Early_Stage,Late_Period,Late_Epoch,Late_Stage,Age_ref,Max_size_m,Size_type,Size_ref,Distribution,Guild,Vertical,Habitat,Ecology_notes,Ecology_ref,Extinction,Extinction_ref,Notes,Enterer,Age_check
Reptile,Squamata,Reptilia,Squamata,Mosasaurus beaugei,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,Polcyn et al. 2014,9.00,TL,Polcyn et al. 2014,Syria; Morocco,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Mosasaurus conodon,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Maastrichtian,Polcyn et al. 2014,10.00,TL,Polcyn et al. 2014,Saskatchewan Canada; New Jersey USA; Maryland USA,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,,NS,
Reptile,Squamata,Reptilia,Squamata,Mosasaurus hoffmanni,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Maastrichtian,Fanti et al. 2014; Palci et al.2014,11.00,TL,Fanti et al.2014,Italy,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,total body length is about 7-10 times the skull length,NS,
Reptile,Squamata,Reptilia,Squamata,Mosasaurus missouriensis,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Campanian,Konishi et al.2014,9.00,TL,Polcyn et al. 2014,South Dakota USA,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Mosasaurus mokoroa,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Maastrichtian,Polcyn et al. 2014,7.00,TL,Polcyn et al. 2014,South Island New Zealand,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Nothosauroidea,Reptilia,Nothosauroidea,Nothosaurus giganteus,species,Mesozoic,Triassic,Middle Triassic,Anisian,Triassic,Middle Triassic,Carnian,"O. Rieppel. 1989. A New Pachypleurosaur (Reptilia: Sauropterygia) from the Middle Triassic of Monte San Giorgio, Switzerland. Philosophical Transactions of the Royal Society of London, Series B, Biological Sciences 323(1212):1-73; M. Dalla Vecchia and M. Avanzini. 2002. New findings of isolated remains of Triassic reptiles from Northeastern Italy. Bollettino della Societa Paleontologica Italiana 42(2-3):215-235",3.80,TL,"Rieppel, 2019, Mesozoic Sea Dragons, Indiana University Press, Lariosaurs and Nothosaurs, p.148","Cava Tre Fontane Switzerland, Germany, Bulgaria, France, Saudi Arabia, Spain, Italy",,,,,,,,,NS,
Reptile,Squamata,Reptilia,Squamata,Opetiosaurus bucchichi,species,Mesozoic,Cretaceous,Upper Cretaceous,Cenomanian,Cretaceous,Upper Cretaceous,Cenomanian,F. Bassani. 1879. Vorläufige Mitteilungen über die Fischfauna der Insel Lesina. Verhandlungen der Kaiserlich-Königlichen Geologischen Reichsanstalt 1879:162-170,1.00,TL,Polcyn et al. 2014,Croatia,,,,,,,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull and portions of the vertebral column were compared with other specimens of similar sizebelonging to the same subfamily or clade and measurements were approximated.",NS,
Bird,Sphenisciformes,Aves ,Sphenisciformes,Pachydyptes ponderosus,species,Cenozoic,Paleogene,Eocene,Priabonian,Paleogene,Eocene,Priabonian,W. R. B. Oliver. 1930. New Zealand Birds,1.80,SH (standing height),Ksepka et al. 2012,New Zealand,Macropredator,Pelagic,Coastal,carnivore,"A. M. Bush and R. K. Bambach. 2015. Sustained Mesozoic-Cenozoic diversification of marine Metazoa: a consistent signal from the fossil record. GSA Data Repository 2015330; M. J. Benton. 1983. Dinosaur success in the Triassic: a noncompetitive ecological model. Quarterly Review of Biology 58(1):29-55; O. C. Marsh. 1875. On the Odontornithes, or birds with teeth. American Journal of Science 10:403-417",,,,TB,
Bird,Sphenisciformes,Aves ,Sphenisciformes,Palaeeudyptes antarcticus,species,Cenozoic,Paleogene,Eocene,Priabonian,Paleogene,Oligocene,Chattian,"G. G. Simpson. 1971. A review of the pre-Pliocene penguins of New Zealand. Bulletin of the American Museum of Natural History 144(5):319-378, G. G. Simpson. 1971. A review of the pre-Pliocene penguins of New Zealand. Bulletin of the American Museum of Natural History 144(5):319-378",1.50,SH (standing height),Ksepka et al. 2012,New Zealand,Macropredator,Pelagic,Coastal,carnivore,"A. M. Bush and R. K. Bambach. 2015. Sustained Mesozoic-Cenozoic diversification of marine Metazoa: a consistent signal from the fossil record. GSA Data Repository 2015330; M. J. Benton. 1983. Dinosaur success in the Triassic: a noncompetitive ecological model. Quarterly Review of Biology 58(1):29-55; O. C. Marsh. 1875. On the Odontornithes, or birds with teeth. American Journal of Science 10:403-418",,,,TB,
Bird,Sphenisciformes,Aves ,Sphenisciformes,Palaeeudyptes gunnari,species,Cenozoic,Paleogene,Eocene,Ypresian,Paleogene,Eocene,Priabonian,"J. D. Stilwell and W. J. Zinsmeister. 1992. Molluscan Systematics and Biostratigraphy. Antarctic Research Series, AGU 55, M. S. Bargo and M. A. Reguero. 1998. Annotated catalogue of the fossil vertebrates from Antarctica housed in the Museo de la Plata, P. Jadwiszczak. 2008. An intriguing penguin bone from the Late Eocene of Seymour Island, Antarctic Peninsula. Antarctic Science 20(6):589-590",1.69,BL,Jadwiszczak 2001,"Antarctica, Argentina",Macropredator,Pelagic,Coastal,carnivore,"A. M. Bush and R. K. Bambach. 2015. Sustained Mesozoic-Cenozoic diversification of marine Metazoa: a consistent signal from the fossil record. GSA Data Repository 2015330; M. J. Benton. 1983. Dinosaur success in the Triassic: a noncompetitive ecological model. Quarterly Review of Biology 58(1):29-55; O. C. Marsh. 1875. On the Odontornithes, or birds with teeth. American Journal of Science 10:403-420",,,,TB,
Bird,Sphenisciformes,Aves ,Sphenisciformes,Palaeeudyptes klekowskii,species,Cenozoic,Paleogene,Eocene,Lutetian,Paleogene,Eocene,Priabonian,"A. L. Cione and M. A. Reguero. 1994. New records of the sharks Isurus and Hexanchus from the Eocene of Seymour Island, Antarctica. Proceedings of the Geologists' Association 105:1-14, J. D. Stilwell and W. J. Zinsmeister. 1992. Molluscan Systematics and Biostratigraphy. Antarctic Research Series, AGU 55",1.93,BL,Jadwiszczak 2001,Antarctica,Macropredator,Pelagic,Coastal,carnivore,"A. M. Bush and R. K. Bambach. 2015. Sustained Mesozoic-Cenozoic diversification of marine Metazoa: a consistent signal from the fossil record. GSA Data Repository 2015330; M. J. Benton. 1983. Dinosaur success in the Triassic: a noncompetitive ecological model. Quarterly Review of Biology 58(1):29-55; O. C. Marsh. 1875. On the Odontornithes, or birds with teeth. American Journal of Science 10:403-419",,,,TB,
Reptile,Placodontia,Reptilia,Placodontia,Paraplacodus broilli,species,Mesozoic,Triassic,Middle Triassic,Anisian,Triassic,Middle Triassic,Ladinian,"S. Nosotti. 1986. Denti di rettili placodonti nelle collezioni del Museo Civico di Storia Naturale di Milano. Atti della Società Italiana di Scienze Naturali e del Museo Civico di Storia Naturale di Milano 127(3-4):237-244; O. Rieppel. 1989. A New Pachypleurosaur (Reptilia: Sauropterygia) from the Middle Triassic of Monte San Giorgio, Switzerland. Philosophical Transactions of the Royal Society of London, Series B, Biological Sciences 323(1212):1-73",1.50,TL,"Rieppel, 2019, Mesozoic Sea Dragons, Indiana University Press, Helveticosaurus, Eusaurosphargis and the Placodonts, p.98-106","Italy, Cava Tre Fontane Switzerland",,,,,,,,Estimated from 1.4m skeleton,NS,
Reptile,Squamata,Reptilia,Squamata,Phosphorosaurus ortliebi,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,W. J. Kennedy. 1993. Campanian and Maastrichtian ammonites from the Mons Basin and adajcent areas (Belgium). Bulletin de L'Institute Royal des Sciences Naturelles de Belgique 63:99-131,3.00,TL,Polcyn et al. 2014,Belgium,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Platecarpus nichollsae,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Campanian,E. L. Nicholls. 1988. The first record of the mosasaur Hainosaurus (Reptilia: Lacertilia) from North America. Canadian Journal of Earth Sciences 25:1564-1570,4.00,TL,Polcyn et al. 2014,Manitoba Canada,,,,,,,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Platecarpus planifrons,species,Mesozoic,Cretaceous,Upper Cretaceous,Coniacian,Cretaceous,Upper Cretaceous,Santonian,"G. L. Bell Jr., K. R. Barnes, and M. J. Polcyn. 2013. Late Cretaceous mosasauroids (Reptilia, Squamata) of the Big bend region in Texas, USA. Earth and Environmental Science Transactions of the Royal Society of Edinburgh 103:1-11; T. Konishi and M. W. Caldwell. 2007. New specimens of Platecarpus planifrons (Cope, 1874) (Squamata: Mosasauridae) and a revised taxonomy of the genus. Journal of Vertebrate Paleontology 27(1):59-72; M. J. Everhart. 2001. Revisions to the biostratigraphy of the Moasasauridae (Squamata) in the Smoky Hill Chalk Member of the Niobara Chalk (Late Cretaceous) of Kansas. Transactions of the Kansas Academy of Science 104(1-2):59-78",5.00,TL,Polcyn et al. 2014,Texas USA; Kansas USA,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Platecarpus somenensis,species,Mesozoic,Cretaceous,Upper Cretaceous,Santonian,Cretaceous,Upper Cretaceous,Campanian,N. Bardet. 2012. The mosasaur collections of the Museum National d'Histoire Naturelle of Paris. Bulletin de la Societe Geologique de France 183(1):35-53; J. T. Thurmond. 1969. Notes on mosasaurs from Texas. The Texas Journal of Science 21(1):69-80; J. Lindgren. 2005. The first record of Hainosaurus (Reptilia: Mosasauridae) from Sweden. Journal of Paleontology 79(6):1157-1165; D. A. Russell. 1964. The Skull of American Mosasaurs. 1-386,7.00,TL,Polcyn et al. 2014,Somme France; Texas USA; Sweden; South Dakota USA,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Platecarpus tympaniticus,species,Mesozoic,Cretaceous,Upper Cretaceous,Santonian,Cretaceous,Upper Cretaceous,Campanian,"J. Leidy. 1866. [The specimen of a large phalanx of an extinct reptile]. Proceedings of the Academy of Natural Sciences of Philadelphia 1866:9; J. Lindgren, M. W. Caldwell, T. Konishi and L. M. Chiappe. 2010. Convergent evolution in aquatic tetrapods: insights from an exceptional fossil mosasaur. PLoS One 5(8):e11998",5.40,TL,Polcyn et al. 2014,Mississipi USA; Kansas USA,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,,NS,
Reptile,Squamata,Reptilia,Squamata,Platecarpus willistoni,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Campanian,"L. V. Hills, E. L. Nicholls, L. M. Nunez-Betelu and D. J. McIntyre. 1999. Hesperornis (Aves) from Ellesmere Island and palynological correlation of known Canadian localities. Canadian Journal of Earth Sciences 36:1583-1588",5.00,TL,Polcyn et al. 2014,Manitoba Canada,,,,,,,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Plesiotylosaurus crassidens,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,"C. Stock. 1939. Occurrence of Cretaceous reptiles in the Moreno Shale of the southern coast ranges, California. Proceedings of the National Academy of Sciences 25(12):617-620",7.00,TL,Polcyn et al. 2014,California USA,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Plioplatecarpus houzeaui,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,W. J. Kennedy. 1993. Campanian and Maastrichtian ammonites from the Mons Basin and adajcent areas (Belgium). Bulletin de L'Institute Royal des Sciences Naturelles de Belgique 63:99-131,3.00,TL,Polcyn et al. 2014,Belgium,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Plioplatecarpus marshi,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,L. Dollo. 1909. The fossil vertebrates of Belgium. Annals of the New York Academy of Science 19(4):99-119,5.00,TL,Polcyn et al. 2014,Limburg Netherlands,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Plesiosauria,Reptilia,Plesiosauria,Pliosaurus funkei,species,Mesozoic,Cretaceous,Upper Cretaceous,Tithonian,Cretaceous,Upper Cretaceous,Tithonian,"E. M. Knutsen, P. S. Druckenmiller, and J. H. Hurum. 2012. A new species of Pliosaurus (Sauropterygia: Plesiosauria) from the Middle Volgian of central Spitsbergen, Norway. Norwegian Journal of Geology 92:235-258",13.00,BL,Knutsen et al. 2012,Spitsbergen Norway,Macropredator,,,carnivore,W. Kiessling. 2004. Ecology opinions.,,,,TB,
Reptile,Squamata,Reptilia,Squamata,Plotosaurus bennisoni,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,Polcyn et al. 2014,9.00,TL,Polcyn et al. 2014,California USA,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Prognathodon currii,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Maastrichtian,"Z. Lewy and H. Cappetta. 1989. Senonian elasmobranch teeth from Israel. Biostratigraphic and paleoenvironmental implications. Neues Jahrbuch für Geologie und Paläontologie, Monatshefte 1989(4):212-222; H. Cappetta, N. Bardet, X. Pereda Suberbiola, S. Adnet, D. Akkrim, M. Amalik, and A. Benabdallah. 2014. Marine vertebrate faunas from the Maastrichtian phosphates of Benguérir (Ganntour Basin, Morocco): Biostratigraphy, palaeobiogeography and palaeoecology. Palaeogeography, Palaeoclimatology, Palaeoecology 409:217-238",10.00,TL,Polcyn et al. 2014+P25:R26,Israel; Morocco,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,,NS,
Reptile,Squamata,Reptilia,Squamata,Prognathodon giganteus,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Maastrichtian,"W. J. Kennedy. 1993. Campanian and Maastrichtian ammonites from the Mons Basin and adajcent areas (Belgium). Bulletin de L'Institute Royal des Sciences Naturelles de Belgique 63:99-131; N. Bardet, X. Pereda Suberbiola, M. Iarochène, M. Amalik, and B. Bouya. 2005. Durophagous Mosasauridae (Squamata) from the Upper Cretaceous phosphates of Morocco, with description of a new species of Globidens. Netherlands Journal of Geosciences — Geologie en Mijnbouw 84(3):167-175",7.00,TL,Polcyn et al. 2014,Belgium; Syria; Jordan; Morocco,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Prognathodon kianda,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,M. T. Antunes. 1964. O Neocretácico e o Cenozoico do litoral de Angola. Junta de Investigações do Ultramar 1-254,9.00,TL,Polcyn et al. 2014,Namibe Angola,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Prognathodon mosasauroides,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,"A. Gaudry. 1892. Les pythonomorphes de France. Mémoires de la Société Géologique de France, Paléontologie 10:1-13",7.50,TL,Polcyn et al. 2014,France,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Prognathodon overtoni,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Campanian,"T. Konishi, D. Brinkman, J. A. Massare and M. W. Caldwell. 2011. New exceptional specimens of Prognathodon overtoni (Squamata, Mosasauridae) from the upper Campanian of Alberta, Canada, and the systematics and ecology of the genus. Journal of Vertebrate Paleontology 31(5):1026-1046",6.00,TL,Polcyn et al. 2014,South Dakota USA; Colorado USA; Alberta Canada,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,,NS,
Reptile,Squamata,Reptilia,Squamata,Prognathodon saturator,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,"O. Mateus, M. J. Polcyn, L. L. Jacobs, R. Arujo, A. S. Schulp, J. Marinheiro, B. Pereira and D. P. Vineyard. 2012. Cretaceous amniotes from Angola: dinosaurs, pterosaurs, mosasaurs, plesiosaurs, turtles. Actas de V Jornadas Internacionales sobre Paleontologia de Dinosaurios y su Entorno, Salas de los Infantes, Burgos 71-105",11.00,TL,Polcyn et al. 2014,Namibe Angola; Limburg Netherlands,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,,NS,
