Group,Clade,Class,Order,Taxa,Taxonomic_rank,Era,Early_Period,Early_Epoch,Early_Stage,Late_Period,Late_Epoch,Late_Stage,Age_ref,Max_size_m,Size_type,Size_ref,Distribution,Guild,Vertical,Habitat,Ecology_notes,Ecology_ref,Extinction,Extinction_ref,Notes,Enterer,Age_check
Shark,Selachii,Chondrichthyes,Hexanchiformes,Hexanchus agassizi,species,Cenozoic,Paleogene,Eocene,,Paleogene,Eocene,,Adnet 2006,1.50,TL,Adnet 2006,"Asia, Europe, Oceania",Macropredator,Benthopelagic,Oceanic,Ecology considered analogous to living species (Adnet & Martin 2007); extrapolated based on genus,"Pimiento, C., Griffin, J.N., Clements, C.F., Silvestro, D., Varela, S., Uhen, M.D. and Jaramillo, C., 2017. The Pliocene marine megafauna extinction and its impact on functional diversity. Nature ecology & evolution, 1(8), pp.1100-1106.",,,>1.5,JAC,
Shark,Selachii,Chondrichthyes,Hexanchiformes,Hexanchus andersoni,species,Cenozoic,Neogene,Miocene,Lower Miocene,Neogene,Miocene,Middle Miocene,Adnet & Martin 2007,8.90,TL,Adnet & Martin 2007,North America,Macropredator,Benthopelagic,Oceanic,Ecology considered analogous to living species (Adnet & Martin 2007); extrapolated based on genus,"Pimiento, C., Griffin, J.N., Clements, C.F., Silvestro, D., Varela, S., Uhen, M.D. and Jaramillo, C., 2017. The Pliocene marine megafauna extinction and its impact on functional diversity. Nature ecology & evolution, 1(8), pp.1100-1106.",,,,JAC,
Shark,Selachii,Chondrichthyes,Hexanchiformes,Hexanchus gigas,species,Cenozoic,Neogene,Miocene,Upper Miocene,Neogene,Pliocene,Pliocene,Cappetta 2012,5.70,TL,Adnet & Martin 2007,Europe,Macropredator,Benthopelagic,Oceanic,Ecology considered analogous to living species (Adnet & Martin 2007); extrapolated based on genus,"Pimiento, C., Griffin, J.N., Clements, C.F., Silvestro, D., Varela, S., Uhen, M.D. and Jaramillo, C., 2017. The Pliocene marine megafauna extinction and its impact on functional diversity. Nature ecology & evolution, 1(8), pp.1100-1106.",,,,JAC,
Shark,Selachii,Chondrichthyes,Hexanchiformes,Hexanchus microdon,species,Cenozoic,Paleogene,Paleocene,Danian,Paleogene,Eocene,,Adnet 2006,1.80,TL,Adnet 2006,"Africa, Europe, Asia",Macropredator,Benthopelagic,Oceanic,Ecology considered analogous to living species (Adnet & Martin 2007); extrapolated based on genus,"Pimiento, C., Griffin, J.N., Clements, C.F., Silvestro, D., Varela, S., Uhen, M.D. and Jaramillo, C., 2017. The Pliocene marine megafauna extinction and its impact on functional diversity. Nature ecology & evolution, 1(8), pp.1100-1106.",,,>1.8,JAC,
Shark,Selachii,Chondrichthyes,Hybodontiformes ,Hybodus hauffianus,species ,Mesozoic,Jurassic,Lower Jurassic,Toarcian,Jurassic,Lower Jurassic,Toarcian,"A. S. Woodward. 1895. Catalogue of the Fossil Fishes in the British Museum (Natural History), Part III 1-544",2.60,TL,Albert et al. 2009,Germany,,,,nektonic carnivore,https://paleobiodb.org/classic/basicTaxonInfo?taxon_no=259226,,,,,
Shark,Chimeroidea,Chondrichthyes,Chimaeriformes,Ischyodus quenstedti,species,Mesozoic,Jurassic,Upper Jurassic,Kimmeridgian	,Jurassic,Upper Jurassic,Kimmeridgian,G. Dietl and G. Schweigert. 2011. Im Reich der Meerengel. Der Nusplinger Plattenkalk und seine Fossilien,1.42,TL,Albert et al. 2009,Germany,,,,nektobenthic carnivore,https://paleobiodb.org/classic/basicTaxonInfo?taxon_no=34790,,,Baden-Württemberg,,
Shark,Selachii,Chondrichthyes,Lamniformes,Isurus denticulatus,species,Mesozoic,Cretaceous,Upper Cretaceous,Turonian,Cretaceous,Upper Cretaceous,Turonian,Diedrich 2014,4.00,TL,Diedrich 2014,Germany,Macropredator,Pelagic,Coastal/Oceanic,nektonic carnivore; ecology inferred from Isurus (via Pimiento et al. 2017) and a locality map from paper,"Diedrich, C.G., 2014. Skeleton of the fossil shark Isurus denticulatus from the Turonian (Late Cretaceous) of Germany—ecological coevolution with prey of mackerel sharks. Paleontology Journal, 2014.",,,1 skeletal specimen from Germany,JAC,
Shark,Selachii,Chondrichthyes,Lamniformes,Leptostyrax macrorhiza,species,Mesozoic,Cretaceous,Lower Cretaceous,Valanginian,Cretaceous,Upper Cretaceous,Maastrichtian,Frederickson et al. 2015,6.30,TL,Frederickson et al. 2015,North America,Macropredator,Pelagic,Coastal/Oceanic,"nektonic carnivore; paper describes large lamniforms of the Cretaceous as ""apex pelagic predators of marine and nearshore ecosystems""","Frederickson, J.A., Schaefer, S.N. and Doucette-Frederickson, J.A., 2015. A gigantic shark from the lower cretaceous duck creek formation of Texas. PLoS One, 10(6), p.e0127162.",,,,JAC,
Shark,Selachii,Chondrichthyes,Lamniformes,Megachasma alisonae,species,Cenozoic,Paleogene,Eocene,Priabonian,Paleogene,Eocene,Priabonian,Shimada & Ward 2016,3.50,TL,Shimada & Ward 2016,Europe,Micropredator,Pelagic,Oceanic,Ecology extrapolated from Megachasma ecology due to similar tooth morphology; but possibility of wider diet than extant counterpart is not ruled out in size_ref paper,"Pimiento, C., Griffin, J.N., Clements, C.F., Silvestro, D., Varela, S., Uhen, M.D. and Jaramillo, C., 2017. The Pliocene marine megafauna extinction and its impact on functional diversity. Nature ecology & evolution, 1(8), pp.1100-1106.",,,Known from 1 tooth from Denmark,JAC,
Shark,Selachii,Chondrichthyes,Lamniformes,Megachasma applegatei,species,Cenozoic,Paleogene,Oligocene,Chattian,Neogene,Miocene,Lower Miocene,Shimada et al. 2014,6.00,TL,Shimada et al. 2014,North America,Micropredator,Pelagic,Oceanic,Ecology extrapolated from Megachasma ecology due to similar tooth morphology; but possibility of wider diet than extant counterpart is not ruled out in size_ref paper,"Pimiento, C., Griffin, J.N., Clements, C.F., Silvestro, D., Varela, S., Uhen, M.D. and Jaramillo, C., 2017. The Pliocene marine megafauna extinction and its impact on functional diversity. Nature ecology & evolution, 1(8), pp.1100-1106.",,,,JAC,
Shark,Selachii,Chondrichthyes,Lamniformes,Megalolamna paradoxodon,species,Cenozoic,Paleogene,Paleocene,Danian,Neogene,Miocene,Lower Miocene,Shimada et al. 2016,3.50,TL,Shimada et al. 2016,Cosmompolitan,Macropredator,Pelagic,Coastal,Coastal habitats and pelagic fishes diet inferred from teeth in paper,"Shimada, K., Chandler, R.E., Lam, O.L.T., Tanaka, T. and Ward, D.J., 2016. A new elusive otodontid shark (Lamniformes: Otodontidae) from the lower Miocene, and comments on the taxonomy of otodontid genera, including the ‘megatoothed’clade. Historical Biology, 29(5), pp.704-714.",,,,JAC,
Shark,Selachii,Chondrichthyes,Carcharhiniformes,Megascyliorhinus,genus,Cenozoic,Paleogene,Oligocene,,Neogene,Pleistocene,,Keyes 1984,3.00,TL,"Cappetta 2012; Cione, 1986","Europe, Africa, Oceania, South America, Asia",,,,nektobenthic --> generally ground sharks,Cappetta 2012,,,,CP,
Shark,Selachii,Chondrichthyes	,Squalomorphii,Notidanoides muensteri,species,Mesozoic,Jurassic,Lower Jurassic,Pliensbachian,Jurassic,Upper Jurassic,Tithonian,"S. Stumpf, J. Ansorge, C. Pfaff and J. Kriwet. 2017. Early Jurassic diversification of pycnodontiform fishes (Actinopterygii, Neopterygii) after the end-Triassic extinction event: evidence from a new genus and species, Grimmenodon aureum. Journal of Vertebrate Paleontology 37:e1344679,
 G. Dietl and G. Schweigert. 2011. Im Reich der Meerengel. Der Nusplinger Plattenkalk und seine Fossilien",3.00,TL,"H. Cappetta, Chondrichthyes II: Mesozoic and Cenozoic Elasmobranchii, Handbook of Palaeoichthyology (Gustav Fischer Verlag, Stuttgart and New York: 1987), pp.",Europe,,,,nektonic carnivore,https://paleobiodb.org/classic/basicTaxonInfo?taxon_no=34567,,,"Germany, Poland",,
Shark,Selachii,Chondrichthyes,Lamniformes,Otodus angustidens,species,Cenozoic,Paleogene,Oligocene,Rupelian,Neogene,Miocene,Lower Miocene,Cappetta 2012; Diedrich 2013: Ballall & Ferron 2021,11.50,TL,Kast et al. 2022,"North and South America, Europe, Asia, Oceania",Macropredator,Pelagic,Coastal,Exceptionally high trophic level; vertical and habitat extrapolated from values for Carcharocles in Pimiento et al. 2017,"Pimiento, C., Griffin, J.N., Clements, C.F., Silvestro, D., Varela, S., Uhen, M.D. and Jaramillo, C., 2017. The Pliocene marine megafauna extinction and its impact on functional diversity. Nature ecology & evolution, 1(8), pp.1100-1106.",,,,CP,
Shark,Selachii,Chondrichthyes,Lamniformes,Otodus auriculatus,species,Cenozoic,Neogene,Eocene,Ypresian,Paleogene,Eocene,Priabonian,Cappetta 2012; Diedrich 2013: Ballall & Ferron 2021,9.50,TL,Kast et al. 2022,"North America, Africa, Europe, Asia",Macropredator,Pelagic,Coastal,Exceptionally high trophic level; vertical and habitat extrapolated from values for Carcharocles in Pimiento et al. 2017,"Pimiento, C., Griffin, J.N., Clements, C.F., Silvestro, D., Varela, S., Uhen, M.D. and Jaramillo, C., 2017. The Pliocene marine megafauna extinction and its impact on functional diversity. Nature ecology & evolution, 1(8), pp.1100-1106.",,,,CP,
Shark,Selachii,Chondrichthyes,Lamniformes,Otodus chubutensis,species,Cenozoic,Neogene,Miocene,Lower Miocene,Neogene,Miocene,Middle Miocene,Cappetta 2012; Diedrich 2013: Ballall & Ferron 2021,13.00,TL,"Kast et al. 2022; Kent, B. W. (2018)","Europe, Africa, North and South America",Macropredator,Pelagic,Coastal,Exceptionally high trophic level; vertical and habitat extrapolated from values for Carcharocles in Pimiento et al. 2017,"Pimiento, C., Griffin, J.N., Clements, C.F., Silvestro, D., Varela, S., Uhen, M.D. and Jaramillo, C., 2017. The Pliocene marine megafauna extinction and its impact on functional diversity. Nature ecology & evolution, 1(8), pp.1100-1106.",,,,CP,
Shark,Selachii,Chondrichthyes,Lamniformes,Otodus megalodon,species,Cenozoic,Paleogene,Miocene,Lower Miocene,Neogene,Pliocene,Pliocene,"Pimiento et al., 2016",20.00,TL,Perez et al. 2021,Cosmopolitan,Macropredator,Pelagic,Coastal,Ecology well documented in literature; exceptionally high trophic level; coastal habitat distribution established in multiple works,"Pimiento et al., 2016; 2017, Cooper et al. 2022: https://www.science.org/doi/10.1126/sciadv.abm9424","reduction of productive coastal habitats in the late Pliocene, loss of prey",https://www.science.org/doi/10.1126/sciadv.abm9424,Measurement of theeth (crown hight & width),CP,
Shark,Selachii,Chondrichthyes,Lamniformes,Otodus obliquus,species,Cenozoic,Paleogene,Paleocene,Selandian-Thanetian,Paleogene,Eocene,Lutetian,Cappetta 2012; Diedrich 2013: Ballall & Ferron 2021,9.00,TL,Ferron 2017,"Europe, Asia, North America; and especially Morocco",Macropredator,Pelagic,Coastal,Exceptionally high trophic level; vertical and habitat extrapolated from values for Carcharocles in Pimiento et al. 2017,"Pimiento, C., Griffin, J.N., Clements, C.F., Silvestro, D., Varela, S., Uhen, M.D. and Jaramillo, C., 2017. The Pliocene marine megafauna extinction and its impact on functional diversity. Nature ecology & evolution, 1(8), pp.1100-1106.",,,,CP,
Shark,Selachii,Chondrichthyes,Synechodontiformes,Paraorthacodus jurensis,species,Mesozoic,Jurassic,Lower Jurassic,Sinemurian,Jurassic,,,Cappetta 2012; Klug et al. 2009,1.24,TL,Klug et al. 2009,Europe,Macropredator,Benthopelagic,Oceanic,Benthopelagic lifestyle inferred from fossil; considered analogous to Odontaspis ferox,"Klug, S., Kriwet, J., Boettcher, R., Schweigert, G. and Dietl, G., 2009. Skeletal anatomy of the extinct shark Paraorthacodus jurensis (Chondrichthyes; Palaeospinacidae), with comments on synechodontiform and palaeospinacid monophyly. Zoological Journal of the Linnean Society, 157(1), pp.107-134.",,,,JAC,
Shark,Selachii,Chondrichthyes,Lamniformes,Parotodus benedeni,species,Cenozoic,Neogene,Eocene,Ypresian,Neogene,Pliocene,Pliocene,Cappetta 2012,7.60,TL,Kent 1999,Cosmompolitan,Macropredator,Pelagic,Coastal/Oceanic,Possible feeding documented in fossil record; vertical and habitat extrapolated from Pimiento et al. 2017,"Pimiento, C., Griffin, J.N., Clements, C.F., Silvestro, D., Varela, S., Uhen, M.D. and Jaramillo, C., 2017. The Pliocene marine megafauna extinction and its impact on functional diversity. Nature ecology & evolution, 1(8), pp.1100-1106.",,,,CP,
Shark,Selachii,Chondrichthyes,Phoebodontiformes,Phoebodus,genus,Paleozoic,Devonian,Upper Devonian,Famennian,Devonian,Upper Devonian,Famennian,Frey et al. 2019,1.20,TL,Frey et al. 2019,Cosmompolitan,Macropredator,Pelagic,Oceanic,Ecology extrapolated in paper based on comparisons to Chlamydoselachus,"Frey, L., Coates, M., Ginter, M., Hairapetian, V., Rücklin, M., Jerjen, I. and Klug, C., 2019. The early elasmobranch Phoebodus: phylogenetic relationships, ecomorphology and a new time-scale for shark evolution. Proceedings of the Royal Society B, 286(1912), p.20191336.",,,,CP,
Shark,Selachii,Chondrichthyes,Carcharhiniformes,Physogaleus,genus,Cenozoic,Paleogene,Eocene,Ypresian,Neogene,Miocene,Lower Miocene,Cappetta 1980,NA,TL,,,Macropredator,Benthopelagic,Coastal/Oceanic,"mesopredator, benthopelagic, habitat extrapolated using Galeocerdo cuvier as ecological analogue",Pimiento et al. 2017,,,species entered by Kristina below,CP,
Shark,Selachii,Chondrichthyes,Protospinaciformes,Protospinax annectans,species,Mesozoic,Jurassic,Middle Jurassic,Callovian,Jurassic,Upper Jurassic,Tithonian,D. Thies. 1983. Jurazeitliche Neoselachier aus Deutschland und S-England (Jurassic neoselachians from German and S-England). Courier Forschungsinstitut Senckenberg 58:1-116; S. H. Scudder. 1880. The Devonian insects of New Brunswick. Anniversary Memoirs of the Boston Society of Natural History 1830-1880 1-41,1.46,TL,Albert et al. 2009,Europe,,,,nektonic carnivore,https://paleobiodb.org/classic/basicTaxonInfo?taxon_no=131676,,,bases on PBDB we found Germany and United Kingdom where fossils were found,,
Shark,Selachii,Chondrichthyes,Lamniformes,Pseudocorax kindlimanni,species,Mesozoic,Cretaceous,Upper Cretaceous,Cenomanian,Cretaceous,Upper Cretaceous,Cenomanian,Jambura et al. 2021,1.00,TL,Jambura et al. 2021,Lebanon,Macropredator,Pelagic,Coastal,"nektonic carnivore; ecology suggested to be of a ""small, active predator""; only known site is coastal","Jambura, P.L., Stumpf, S. and Kriwet, J., 2021. Skeletal remains of the oldest known pseudocoracid shark Pseudocorax kindlimanni sp. nov.(Chondrichthyes, Lamniformes) from the Late Cretaceous of Lebanon. Cretaceous research, 125, p.104842.",,,TL by crown height and comparison with other Lamniformes and Pseudocorax; 1 specimen from Lebanon,JAC,
Shark,Selachii,Chondrichthyes,Lamniformes,Pseudocorax laevis,species,Mesozoic,Cretaceous,Upper Cretaceous,Coniacian,Cretaceous,Upper Cretaceous,Campanian,Hamm & Shimada 2007,1.00,TL,Hamm & Shimada 2007,"North America, Africa, Europe",Macropredator,Pelagic,Coastal,Palaeoecology inferred from skeletal specimen,"Hamm, S.A. and Shimada, K., 2007. The Late Cretaceous anacoracid shark, Pseudocorax laevis (Leriche), from the Niobrara Chalk of western Kansas. Transactions of the Kansas Academy of Science, 110(1), pp.44-52.",,,,JAC,
Shark,Selachii,Chondrichthyes,incertae sedis,Ptychodus mortoni,species,Mesozoic,Cretaceous,Upper Cretaceous,Coniacian,Cretaceous,Upper Cretaceous,Campanian,Shimada et al. 2009b,10.00,TL,Shimada et al. 2009b,"Europe, North America",Macropredator,Benthic,Oceanic,"Inferred as a benthic specialist feeder at ""ocean floor"" based on tooth morphology","Shimada, K., Everhart, M.J., Decker, R. and Decker, P.D., 2009b. A new skeletal remain of the durophagous shark, Ptychodus mortoni, from the Upper Cretaceous of North America: an indication of gigantic body size. Cretaceous Research, 31(2), pp.249-254.",,,note to the order: Family Ptychodontidae; proposed Order Ptychodontiformes,JAC,
